RecordId,PropertyAddress,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths
979,3 El Balazo,703784,4264,515000,1997,3,2,1
980,7 El Balazo,765279,4100,560000,1997,3,2,1
981,9 El Balazo,361001,4150,233000,1997,4,2,1
982,13 El Balazo,366953,4050,239500,1997,4,2,1
983,32 El Morro,270875,4692,176500,1996,3,2,1
984,30 El Morro,342242,4784,223000,1996,4,3,0
985,17 Via Encaro,525366,4698,375000,1991,3,2,1
986,7 Via Encaro,428409,4950,290000,1991,3,2,1
987,3 Via Encaro,407979,6175,234000,1991,4,2,1
988,39 Via Gatillo,348882,4500,218500,1992,3,3,0
989,49 Via Gatillo,362380,4680,206500,1992,3,2,1
990,51 Via Gatillo,401565,4500,241000,1992,3,3,0
991,53 Via Gatillo,812604,4050,715000,1992,3,2,1
992,61 Via Gatillo,379906,4250,228000,1992,4,2,1
993,64 Via Gatillo,933238,6000,745000,1992,4,2,1
994,42 Via Gatillo,388700,4920,233500,1992,4,2,1
995,33 El Morro,917748,4264,685000,1996,3,2,1
996,46 El Morro,921794,5400,790000,1996,4,2,1
997,44 El Morro,296198,4950,193000,1996,3,2,1
998,42 El Morro,340599,4700,220000,1996,4,2,1
999,15 El Balazo,372779,4050,243000,1997,4,2,1
1000,21 El Balazo,456803,4800,271500,1997,4,2,1
1001,4 San Solano,489711,6300,322000,1993,4,2,1
1002,4 Obispo,579327,4950,400000,1993,3,2,1
1003,13 Via Torre,391197,5640,250000,1993,3,2,1
1004,1 Via Torre,550215,6000,380000,1993,3,2,1
1005,36 La Purisima,399899,7350,240000,1992,3,3,0
1006,7 Calle Serra,912638,5890,775000,1992,3,3,0
1007,15 Obispo,430094,4950,257000,1993,3,3,0
1008,16 Obispo,420531,5358,227000,1993,3,2,1
1009,17 Via Torre,379384,5335,230000,1993,4,2,1
1010,35 La Purisima,394420,7840,257000,1992,3,3,0
1011,45 La Purisima,519151,7000,300000,1992,3,3,0
1012,26 Calle Serra,844854,7000,595000,1992,3,3,0
1013,4 Via Tranquila,392641,5580,250500,1993,3,2,1
1014,3 Via Vison,483688,6300,321000,1998,4,2,1
1015,5 Via Vison,629497,6208,374000,1998,5,2,1
1016,9 Via Vison,949885,6050,765000,1998,4,2,1
1017,14 Via Vison,474646,6440,315000,1996,3,2,1
1018,7 Calle Marta,520287,5488,246500,1997,5,4,1
1019,11 Calle Marta,685544,9800,335500,1997,5,3,1
1020,45 Calle Gazapo,937843,6174,700000,1997,4,2,1
1021,51 Calle Gazapo,653163,6363,460000,1997,4,2,1
1022,53 Calle Gazapo,781233,6262,525000,1996,3,3,0
1023,4 Las Pisadas,981617,6505,865000,1997,4,2,1
1024,5 Via Berrendo,571708,5917,387000,1996,3,3,0
1025,58 Calle Gazapo,890932,7150,640000,1996,4,3,0
1026,60 Calle Gazapo,1026874,7000,899000,1996,3,2,1
1027,1 Via Onagro,460585,7500,278000,1996,5,3,0
1028,3 Via Onagro,404398,5400,263500,1996,4,3,0
1029,7 Via Onagro,448909,6600,293000,1997,4,2,1
1030,9 Via Onagro,394420,6160,257500,1997,4,3,0
1031,10 Via Onagro,596575,6600,360000,1996,4,2,1
1032,15 Brisa Fresca,706180,5886,480000,1993,3,2,1
1033,5 Via Neblina,400010,8990,226000,1993,3,2,1
1034,8 Via Neblina,683284,4752,500000,1993,3,2,1
1035,9 Relampago,360795,4800,223500,1994,3,2,1
1036,5 Relampago,900139,6540,699000,1994,3,2,1
1037,6 Relampago,405243,5616,224500,1994,3,2,1
1038,10 Relampago,365814,4505,223500,1994,3,2,1
1039,57 Brisa Fresca,941562,7154,775000,1994,3,3,0
1040,27 Brisa Fresca,373538,10904,234500,1993,3,2,1
1041,4 Via Neblina,956127,9100,813000,1993,4,4,0
1042,2 Relampago,869774,8000,656000,1994,3,2,1
1043,24 Brisa Fresca,344570,4472,209500,1993,3,2,1
1044,46 Brisa Fresca,355901,4160,219000,1994,3,3,0
1045,58 Brisa Fresca,365011,7688,223000,1994,3,2,1
1046,16 Via Tronido,343463,4128,196500,1994,3,2,1
1047,24 Via Tronido,295862,5000,189000,1994,3,2,1
1048,22 Via Boyero,640920,3948,469000,1994,3,2,1
1049,14 Via Boyero,314331,4074,203500,1994,3,2,1
1050,11 El Potro,438113,3990,297500,1994,3,2,1
1051,15 El Potro,887461,4032,750000,1994,3,2,1
1052,19 El Potro,534896,4515,358000,1994,3,2,1
1053,21 El Potro,755661,4452,530000,1994,3,2,1
1054,25 El Potro,368271,4558,213500,1994,3,2,1
1055,27 El Potro,352830,3811,230000,1994,3,2,1
1056,33 El Potro,525227,4940,370000,1994,3,2,1
1057,28 El Potro,314524,4100,193500,1994,3,2,1
1058,26 El Potro,872472,4100,625000,1994,4,2,1
1059,5 Via Silla,520038,3960,341000,1994,3,2,1
1060,41 Via Tronido,870814,8305,800000,1994,3,2,1
1061,49 Via Tronido,370696,6148,230000,1994,3,2,1
1062,50 Via Tronido,495740,5704,329000,1994,3,3,0
1063,54 Via Tronido,319339,5551,204000,1995,3,2,0
1064,19 Via Silla,638184,3690,467000,1994,3,2,1
1065,6 Via Silla,444915,4998,290000,1994,3,2,1
1066,12 Via Silla,918673,3680,722000,1994,3,2,1
1067,20 Via Silla,918673,3870,735000,1994,3,2,1
1068,59 Via Brida,333690,3840,189000,1993,3,2,1
1069,51 Via Brida,300749,4092,184500,1993,3,2,1
1070,49 Via Brida,461285,4092,325000,1993,3,2,1
1071,47 Via Brida,591630,3990,425000,1993,3,2,1
1072,48 Via Brida,336920,4277,194000,1993,3,2,1
1073,56 Via Brida,326076,4500,195000,1993,3,2,1
1074,58 Via Brida,348286,4650,210000,1993,3,2,1
1075,62 Via Brida,355952,4794,206500,1993,3,2,1
1076,26 Via Frontera,376252,6435,192500,1993,3,2,1
1077,22 Via Frontera,414371,3895,275000,1993,3,2,1
1078,12 Via Frontera,303583,3864,178500,1993,3,2,1
1079,61 Via Tronido,772114,7150,565000,1993,3,3,0
1080,55 Via Tronido,317418,4505,200000,1995,3,2,0
1081,19 Via Brida,598455,6540,430000,1993,4,2,1
1082,15 Via Brida,355387,5145,199500,1993,3,2,1
1083,2 Via Brida,373721,5100,224500,1993,3,2,1
1084,10 Via Brida,351009,4230,202000,1993,3,2,1
1085,25 El Cencerro,324930,3864,195000,1993,3,2,1
1086,2 El Cencerro,309670,5661,223636,1997,3,2,1
1087,12 El Cencerro,556828,4800,400000,1992,3,2,1
1088,36 Via Brida,349114,3680,210000,1993,3,2,1
1089,43 El Cencerro,566571,4324,407000,1993,3,2,1
1090,47 El Cencerro,397503,4324,195000,1993,3,2,1
1091,55 El Cencerro,375737,10100,225500,1993,3,2,1
1092,62 El Cencerro,404963,6160,225000,1993,4,3,1
1093,38 El Cencerro,553625,3906,390000,1993,3,2,1
1094,32 El Cencerro,542243,4136,360000,1993,3,2,1
1095,30 El Cencerro,343738,4370,191500,1993,3,2,1
1096,17 Calle Gazapo,765645,5670,550000,1994,4,3,0
1097,27 Calle Gazapo,363797,6000,255500,1994,4,3,0
1098,31 Calle Gazapo,389543,5890,241500,1994,4,3,0
1099,15 Calle Gazapo,379621,5850,225000,1996,4,2,1
1100,5 Calle Gazapo,455046,8100,285000,1993,4,3,0
1101,3 Calle Gazapo,387595,5225,248000,1996,3,2,1
1102,4 Via Onza,402506,5005,246000,1994,3,2,1
1103,2 Via Onza,489180,5005,303000,1994,4,3,0
1104,7 Via Onza,437743,6000,247500,1994,3,2,1
1105,9 Via Onza,418526,5980,236000,1994,4,2,1
1106,16 Calle Gazapo,422045,7600,275000,1994,3,2,1
1107,16 Via Indomado,385906,5336,237500,1994,4,3,0
1108,4 Via Tigra,408080,5665,251000,1994,4,3,0
1109,6 Via Tigra,360044,5390,230000,1994,4,2,1
1110,23 Las Pisadas,716921,6045,515000,1997,4,2,1
1111,18 Via Arribo,611248,7020,406000,1998,4,2,1
1112,16 Via Arribo,608278,7200,404000,1998,5,2,1
1113,21 Via Tigra,884565,5400,820000,1994,3,2,1
1114,9 Via Tigra,792474,5460,580000,1994,3,2,1
1115,7 Via Tigra,899904,5005,810000,1994,4,2,1
1116,10 Las Pisadas,437292,7200,259000,1997,4,2,1
1117,36 Las Pisadas,563405,7000,365500,1998,5,2,1
1118,33 Las Pisadas,1023753,6875,780000,1998,4,2,1
1119,15 Via Arribo,599362,6300,384500,1998,4,2,1
1120,15 Via Berrendo,795157,5244,560000,1997,4,2,1
1121,17 Via Berrendo,369408,5187,241000,1997,4,3,0
1122,25 Via Berrendo,438218,8250,280000,1997,4,2,1
1123,22 Via Berrendo,1014390,5700,960000,1997,4,3,0
1124,16 Via Onagro,715744,6380,475000,1997,4,2,1
1125,12 Via Onagro,954703,6720,969000,1996,4,3,0
1126,2 Via Babera,529790,6175,345500,1997,5,2,1
1127,4 Via Babera,480178,6000,312000,1997,4,2,1
1128,10 Via Babera,632776,6300,395000,1997,4,2,1
1129,12 Via Babera,927214,6900,653000,1997,4,4,1
1130,14 Via Babera,613072,6825,415000,1997,4,2,1
1131,15 Via Liebre,632745,9750,393500,1997,4,3,0
1132,10 Via Liebre,1006024,8000,925000,1997,5,2,0
1133,4 Via Liebre,467938,6500,302000,1997,5,2,0
1134,15 Via Babera,551383,7600,360500,1998,5,2,1
1135,17 Via Babera,501016,6700,332500,1998,5,2,1
1136,18 El Corzo,462720,6650,302000,1997,4,3,0
1137,12 El Corzo,442770,6900,288500,1997,4,2,1
1138,12 Via Anta,1018759,6650,969000,1997,4,3,0
1139,6 El Corzo,414375,6000,270000,1997,4,3,0
1140,4 Las Fieras,418979,7140,273000,1997,4,3,0
1141,5 Via Puma,901939,6000,660000,1997,4,3,0
1142,9 Via Puma,564441,7000,350000,1997,4,3,0
1143,4 Via Puma,538431,5400,306000,1997,4,3,0
1144,11 Las Fieras,768127,8820,540000,1997,3,2,1
1145,15 Las Fieras,432794,5500,282000,1997,4,2,1
1146,17 Las Fieras,828291,6240,595000,1997,3,3,0
1147,25 Las Fieras,759556,7200,478500,1997,4,3,0
1148,1 Calle Liberacion,860349,3358,655000,1998,3,2,1
1149,24 Calle Alamitos,433072,3580,305000,1998,3,2,1
1150,30 Calle Alamitos,321765,3478,209000,1998,3,2,1
1151,6 Via Estrada,450110,3651,317000,1998,3,2,1
1152,45 Calle Alamitos,556690,3304,400000,1998,3,2,1
1153,43 Calle Alamitos,488688,3198,351500,1998,3,2,1
1154,33 Calle Alamitos,857629,3063,666000,1998,3,2,1
1155,9 Calle Alamitos,640356,3066,460000,1998,3,2,1
1156,7 Via Clemente,556829,3403,400000,1997,3,2,1
1157,6 Via Clemente,813110,3015,595000,1997,3,2,1
1158,4 Via Clemente,743886,3015,580000,1997,3,2,1
1159,2 Via Acosta,376559,3216,262000,1998,3,2,1
1160,6 Via Acosta,625009,4691,440000,1998,3,2,1
1161,57 Calle Alamitos,370672,3638,246000,1998,3,2,1
1162,47 Calle Alamitos,159798,3608,395000,1998,3,2,1
1163,26 Calle San Luis Rey,602655,3137,441000,1997,3,2,1
1164,15 Pyrite,327729,3893,217500,1998,3,2,1
1165,3 Pyrite,803866,10192,600000,1998,3,2,1
1166,1 Plushstone,452421,5181,325000,1998,3,2,1
1167,19 Plushstone,587622,3882,430000,1998,3,2,1
1168,31 Plushstone,356357,3776,237500,1999,3,2,1
1169,20 Plushstone,710082,3546,530000,1998,3,2,1
1170,22 Plushstone,412528,3546,270000,1998,4,3,0
1171,26 Plushstone,584669,3696,420000,1999,4,3,0
1172,28 Plushstone,427250,3465,295000,1999,3,2,1
1173,30 Plushstone,778926,3528,665000,1999,3,2,1
1174,33 Tanzanite,369315,4359,250000,1999,3,2,1
1175,29 Tanzanite,706764,3992,625000,1999,3,2,1
1176,19 Tanzanite,659688,4219,474000,1998,3,2,1
1177,1 Tanzanite,333454,4033,221500,1998,3,2,1
1178,20 Pyrite,417470,4626,280000,1998,4,3,0
1179,12 Tanzanite,381218,3527,253000,1998,3,2,1
1180,20 Tanzanite,477091,3464,336000,1998,3,2,1
1181,19 Ametrine Way,528847,3934,380000,1999,3,2,1
1182,16 Ametrine Way,403631,3468,254500,1999,3,2,1
1183,22 Ametrine Way,716781,3468,535000,1999,3,2,1
1184,30 Ametrine Way,422466,3797,285000,1999,3,2,1
1185,38 Ametrine Way,706764,3976,610000,1999,3,2,1
1186,35 Korite,397384,4118,269000,1999,3,2,1
1187,29 Korite,413635,3708,280000,1999,4,3,0
1188,18 Lazurite,857289,3696,740000,1999,4,3,0
1189,28 Lazurite,836481,3698,695000,1999,4,3,0
1190,15 Spinel Ct,459403,8398,317000,2000,4,3,0
1191,11 Spinel Ct,576324,6659,367000,2000,3,3,0
1192,22 Korite,678637,3747,487500,1999,3,3,0
1193,30 Korite,819835,3870,665000,1999,3,2,1
1194,32 Korite,418952,3580,284000,1999,4,3,0
1195,29 Lazurite,407725,3632,276500,1999,5,2,1
1196,36 Lazurite,570751,3760,410000,1998,5,2,1
1197,7 Feldspar Way,808390,3480,715000,1998,5,2,1
1198,15 Feldspar Way,452202,3819,298000,1998,3,2,1
1199,17 Feldspar Way,808390,4638,725000,1998,5,2,1
1200,35 Feldspar Way,808390,4770,640000,1998,5,2,1
1201,39 Feldspar Way,507271,4611,336000,1998,4,2,1
1202,10 Feldspar Way,417370,4312,273000,1998,4,3,0
1203,29 Anglesite,912430,3989,750000,1998,3,3,0
1204,28 Anglesite,924607,3696,718000,1998,3,3,0
1205,18 Anglesite,471838,4131,319500,1999,3,3,0
1206,12 Anglesite,912430,4001,780000,1999,3,3,0
1207,5 Ammolite,687384,3939,503000,1999,4,3,0
1208,9 Ammolite,862491,3848,721000,1999,4,3,0
1209,19 Ammolite,524142,4120,330000,1999,4,3,0
1210,23 Ammolite,619475,3555,445000,1998,4,3,0
1211,21 Baldosa,418304,4794,228000,1992,2,2,1
1212,11 Baldosa,670267,5700,485000,1992,3,2,1
1213,9 Baldosa,612371,5664,440000,1992,3,2,1
1214,16 Baldosa,463347,6480,307500,1992,3,2,1
1215,4 Placita,456583,4620,297500,1992,3,3,0
1216,18 Placita,413022,5640,248000,1992,3,3,0
1217,22 Placita,569386,5520,401000,1992,3,3,0
1218,25 Saltillo,705370,5225,485000,1993,3,2,1
1219,17 Saltillo,596365,4750,420000,1993,3,3,0
1220,9 Saltillo,397343,4750,230000,1994,3,2,1
1221,5 Saltillo,500144,7125,315000,1994,3,2,1
1222,2 Saltillo,506425,6375,295000,1994,4,3,1
1223,18 Saltillo,385556,4500,235000,1993,3,2,1
1224,20 Saltillo,828060,4500,820000,1993,3,3,0
1225,7 Via Trompeta,286598,5355,172000,1992,2,2,1
1226,9 Via Trompeta,430144,5376,297000,1992,3,3,0
1227,20 Via Trompeta,547474,5848,283000,1992,3,2,1
1228,21 El Guiro,368574,5200,195000,1992,3,3,0
1229,2 El Guiro,473894,3850,193500,1992,4,2,1
1230,8 El Guiro,681020,5070,425000,1992,4,3,0
1231,30 Los Platillos,417195,4875,270000,1994,3,3,0
1232,32 Los Platillos,802526,4440,599000,1994,3,2,1
1233,36 Los Platillos,281070,4000,174500,1994,3,2,1
1234,39 Los Platillos,805269,4800,700000,1994,3,2,1
1235,26 Las Castanetas,745966,4960,640000,1992,3,2,1
1236,23 Los Platillos,306255,4940,190000,1993,3,3,0
1237,25 Los Platillos,810471,5070,675000,1993,3,2,1
1238,27 La Sordina,545113,4565,369000,1995,4,2,1
1239,49 La Sordina,880802,5170,740000,1995,4,2,1
1240,42 Las Castanetas,320924,4002,190500,1992,3,2,1
1241,46 Las Castanetas,471238,4800,205000,1992,5,2,1
1242,9 La Sinfonia,476491,5400,329000,1992,3,3,0
1243,3 La Sinfonia,363001,8250,203000,1992,3,3,0
1244,1 La Sinfonia,309409,6650,195000,1992,3,2,1
1245,6 La Sinfonia,250233,4950,155000,1992,2,2,1
1246,10 La Sinfonia,628619,5580,460000,1992,3,2,1
1247,21 Las Castanetas,680553,4500,498000,1995,3,3,0
1248,9 Las Castanetas,401816,4800,272000,1995,3,3,0
1249,6 Las Castanetas,320070,4160,168000,1995,2,2,1
1250,18 Las Castanetas,477795,4800,330000,1995,3,3,0
1251,12 La Cuerda,269094,4453,172000,1993,3,2,1
1252,15 La Cuerda,570751,6324,410000,1993,3,3,0
1253,4 La Flauta,805269,6000,605000,1993,3,2,1
1254,9 La Flauta,313656,4940,190500,1993,3,3,0
1255,2 La Cuerda,406247,4800,275000,1993,3,2,1
1256,8 Los Platillos,606943,4000,436000,1994,3,3,0
1257,3 Los Platillos,335900,4125,208500,1994,3,2,1
1258,23 La Sordina,326034,4400,202500,1995,4,2,1
1259,19 La Sordina,349519,4000,219000,1995,4,2,1
1260,9 La Sordina,525466,4950,333182,1995,4,3,0
1261,2 La Sordina,418220,7500,230000,1995,4,3,0
1262,18 La Sordina,296286,4345,186000,1995,4,3,0
1263,8 Colorido,828060,5040,820000,1992,3,3,0
1264,11 Colorido,411304,5040,268000,1992,3,3,0
1265,19 Colorido,567969,4400,400000,1992,3,3,0
1266,33 Colorido,324037,6090,207000,1992,3,2,1
1267,37 Colorido,491339,6300,280000,1992,3,2,1
1268,11 Via Anadeja,638964,5000,450000,1996,5,3,0
1269,23 Via Anadeja,479158,4750,240000,1994,4,3,0
1270,41 Via Anadeja,577877,5000,399000,1994,4,3,0
1271,16 Via Anadeja,973814,5250,865000,1994,5,3,0
1272,34 Via Anadeja,392129,5225,240000,1994,4,3,0
1273,15 Porcelana,781048,5525,722000,1996,4,2,1
1274,11 Porcelana,443958,5225,255000,1996,4,3,0
1275,2 Porcelana,619416,6375,395000,1995,4,2,1
1276,4 Porcelana,349326,6375,212000,1996,3,3,0
1277,6 Porcelana,308228,5000,197000,1996,4,2,1
1278,18 Ceramica,572143,5200,370000,1994,4,2,1
1279,12 Ceramica,501361,4200,340000,1994,4,2,1
1280,6 Ceramica,533359,5250,346000,1994,4,3,0
1281,11 Ceramica,499317,4400,338000,1994,4,3,0
1282,19 Ceramica,542924,5074,298000,1994,5,2,1
1283,25 Ceramica,420292,4756,214500,1994,5,3,0
1284,28 Arcilla,826077,6375,650000,1995,4,2,1
1285,26 Arcilla,476420,5950,322500,1995,4,3,0
1286,12 Arcilla,474922,5200,194000,1995,4,2,1
1287,29 Arcilla,470283,5880,213000,1995,4,3,0
1288,20 Via Bandada,785130,7800,564000,1996,4,3,0
1289,22 Via Bandada,982137,7150,890000,1996,5,3,0
1290,24 Via Bandada,720865,6000,527500,1996,4,3,0
1291,30 Via Bandada,375545,7800,240000,1996,4,3,0
1292,1 Via Bandada,623428,10875,360000,1994,5,3,0
1293,21 Via Belmonte,487403,7500,302000,1994,5,3,0
1294,16 Via Belmonte,439518,7125,275000,1994,5,3,0
1295,29 Via Bandada,375514,9000,235000,1996,4,3,0
1296,36 Via Perico,417857,5700,226500,1995,4,3,0
1297,32 Via Perico,450187,5700,252500,1995,4,3,0
1298,6 Via Perico,392557,7150,242000,1995,4,3,0
1299,1 Via Perico,1128834,6630,1055000,1995,4,3,0
1300,15 Via Perico,427983,4700,239000,1995,4,3,0
1301,35 Via Perico,452747,8415,295000,1995,4,3,0
1302,18 Las Plumas,463365,7350,296000,1995,5,3,0
1303,7 Via Taliana,971661,9750,630000,1995,5,3,0
1332,61 Alondra,316341,3036,179000,1989,2,2,1
1333,69 Alondra,702041,3036,524000,1989,2,2,1
1334,71 Alondra,698784,3036,532000,1989,3,2,1
1335,79 Alondra,231736,3614,151000,1989,3,2,1
1336,4 Colibri,174038,3614,109000,1989,2,2,0
1337,74 Alondra,234330,3036,162000,1989,2,2,0
1338,68 Alondra,272879,3036,181500,1989,3,2,1
1339,43 Pinzon,214854,3243,140000,1989,2,2,1
1340,1 Alondra,263268,3685,158000,1992,2,2,1
1341,17 Alondra,391894,3685,276000,1989,3,2,1
1342,19 Alondra,663321,3685,505000,1989,2,2,1
1343,21 Alondra,576690,3685,422000,1989,2,2,0
1344,45 Alondra,375625,3331,251000,1989,3,2,1
1345,53 Alondra,308205,3331,177000,1989,2,2,1
1346,55 Alondra,503227,3331,464000,1989,3,2,1
1347,2 Codoniz,487226,3685,297500,1989,3,2,1
1348,6 Codoniz,406484,3685,292000,1989,2,2,1
1349,12 Cuervo,412616,3685,285000,1992,3,2,1
1350,11 Pinzon,280676,3319,190000,1989,2,2,1
1377,137 Mira Mesa,774810,4337,590000,1992,3,2,1
1378,107 Mira Mesa,273022,3271,178000,1992,3,3,0
1379,105 Mira Mesa,253223,3271,145000,1992,2,2,1
1380,1 Mira Mesa,628484,2718,460000,1991,2,2,0
1381,90 Mira Mesa,774837,3847,590000,1992,3,3,0
1382,89 Mira Mesa,341246,3847,231000,1992,3,2,1
1383,85 Mira Mesa,756975,3847,500000,1992,3,3,0
1384,68 Mira Mesa,376475,4341,240000,1992,4,2,1
1385,45 Mira Mesa,405525,3676,280000,1993,3,2,1
1386,41 Mira Mesa,526130,3676,385000,1993,3,3,0
1387,40 Mira Mesa,790469,3676,590000,1993,3,2,1
1388,38 Mira Mesa,276243,3676,180000,1993,3,3,0
1389,34 Mira Mesa,387422,3676,267500,1993,3,2,1
1422,117 Montana Del Lago Dr,431539,1437,310000,1990,2,2,0
1423,69 Montana Del Lago Dr,176484,1437,115000,1990,2,2,1
1424,71 Montana Del Lago Dr,437161,1437,320000,1990,2,2,1
1425,94 Montana Del Lago Dr,498794,1437,365000,1990,3,2,0
1426,86 Montana Del Lago Dr,247109,1437,164000,1990,2,2,0
1427,74 Montana Del Lago Dr,311382,1437,215000,1990,2,2,0
1428,66 Montana Del Lago Dr,550723,1437,403000,1990,3,2,0
1430,138 Montana Del Lago Dr,361795,1437,260000,1990,2,2,1
1431,49 Montana Del Lago Dr,505695,1451,380000,1992,2,2,0
1432,1 Montana Del Lago Dr,485128,1451,356000,1992,2,2,1
1449,37 Pomelo,364718,1366,262000,1990,2,2,0
1450,33 Pomelo,532961,1366,390000,1990,2,2,0
1451,29 Pomelo,97199,1366,62500,1990,1,1,0
1452,19 Pomelo,170753,1366,98500,1990,1,1,0
1453,9 Pomelo,303716,1366,214000,1990,2,2,0
1454,11 Pomelo,522511,1366,390000,1990,2,2,0
1455,1 Pomelo,214197,1366,6000,1990,2,2,0
1456,4 Pomelo,258418,1366,182000,1990,2,2,0
1457,12 Pomelo,342842,1366,256000,1990,1,1,0
1458,24 Baya,151676,1342,95000,1990,2,2,0
1459,22 Baya,353163,1342,254000,1990,2,2,0
1460,12 Baya,169007,1342,117000,1990,1,1,0
1461,6 Baya,178858,1342,123500,1990,1,1,0
1621,6 Vista Colinas,380534,9999,268000,1989,3,2,1
1622,16 Vista Cielo,182139,9999,101000,1989,2,2,0
1623,21 Vista Colinas,463259,9999,339000,1989,2,2,1
1624,16 Vista Colinas,441978,9999,317500,1989,3,2,1
1625,34 Vista La Cuesta,209962,9999,131500,1989,2,2,1
1690,91 Via Cuidado,83937,1125,52000,1991,2,2,0
1691,83 Via Cuidado,99599,1125,76000,1991,2,2,0
1692,29 Via Cuidado,84784,1125,57500,1991,2,2,0
1693,7 Via Cuidado,82275,1125,56000,1991,2,2,0
1702,2 Via Madera,485832,1597,349000,1991,3,2,1
1703,24 Via Madera,368894,1597,265000,1991,2,2,1
1704,42 Via Madera,309483,1597,210000,1991,3,2,1
1705,79 Camino Del Oro,488988,1399,437500,1991,2,2,0
1706,85 Camino Del Oro,459364,1399,430000,1991,2,2,0
1707,93 Camino Del Oro,347876,1399,245000,1991,2,2,1
1708,98 Camino Del Oro,312236,1550,220000,1991,2,2,1
1709,80 Camino Del Oro,578147,1550,530000,1991,3,2,1
1710,61 Camino Del Oro,191681,1488,125000,1991,2,2,1
1711,67 Camino Del Oro,573821,1488,420000,1991,3,2,1
1712,12 Paseo Estrellas,217145,1394,136000,1991,2,2,1
1713,17 Paseo Estrellas,81359,1500,228000,1991,2,2,1
1714,11 Paseo Estrellas,578147,1500,499000,1991,3,2,1
1715,10 Paseo Del Sol,254573,1786,170000,1993,2,2,0
1716,9 Camino Del Oro,236314,1384,142000,1993,2,2,0
1717,29 Camino Del Oro,310957,1384,219000,1993,2,2,0
1718,51 Camino Del Oro,500359,1384,455000,1991,2,2,1
1719,50 Camino Del Oro,546627,1437,400000,1991,2,2,1
1720,42 Camino Del Oro,231593,1437,139000,1991,2,2,1
1721,66 Paseo Del Sol,264632,1589,162000,1993,3,2,1
1722,58 Paseo Del Sol,231776,1589,157000,1993,2,2,0
1723,52 Paseo Del Sol,305276,1589,215000,1993,2,2,0
1724,30 Paseo Del Sol,285842,1589,175000,1993,3,2,1
1725,22 Paseo Del Sol,289657,1589,200000,1993,2,2,0
1726,54 Via Madera,326576,1149,230000,1994,2,2,1
1727,60 Via Madera,254129,1149,157500,1994,3,2,1
1728,81 Paseo Del Sol,328033,1149,226500,1991,2,2,1
1729,85 Paseo Del Sol,193561,1149,120000,1991,2,2,0
1730,82 Paseo Del Sol,298175,1149,210000,1994,2,2,0
1769,8 Morning Glory,406484,2221,292000,1989,2,2,0
1770,11 Morning Glory,609682,2221,500000,1989,3,2,1
1772,128 Morning Glory,248174,2221,168000,1989,2,2,0
1773,100 Morning Glory,324930,2221,195000,1989,3,2,1
1778,304 Pasto Rico,235055,2713,156000,1989,2,2,1
1779,314 Pasto Rico,251087,2713,152500,1989,2,2,0
1780,280 Pasto Rico,231666,2713,143500,1989,3,3,0
1781,264 Pasto Rico,236871,2713,145000,1989,3,3,0
1782,262 Pasto Rico,452280,2713,325000,1989,3,3,0
1783,223 Pasto Rico,509111,2701,380000,1989,2,2,1
1784,210 Pasto Rico,155750,2701,99500,1989,2,2,0
1785,212 Pasto Rico,213282,2701,128000,1989,2,2,1
1786,216 Pasto Rico,532961,2701,390000,1989,2,2,1
1787,206 Pasto Rico,569098,2701,515000,1989,3,3,0
1788,196 Pasto Rico,316450,2701,218500,1989,2,2,1
1789,187 Pasto Rico,204919,2566,136000,1990,2,2,1
1790,183 Pasto Rico,208984,2566,139000,1990,2,2,1
1791,181 Pasto Rico,195860,2566,120000,1990,2,2,1
1792,151 Pasto Rico,527978,2566,410000,1990,2,2,1
1793,135 Pasto Rico,180937,2566,118000,1990,2,2,1
1794,143 Pasto Rico,299895,2566,173000,1990,3,3,0
1795,127 Pasto Rico,272811,2566,20000,1990,3,3,0
1796,108 Pasto Rico,466239,2674,348000,1989,2,2,0
1797,104 Pasto Rico,527491,2674,386000,1989,2,2,1
1798,82 Pasto Rico,156533,2674,100000,1989,2,2,0
1799,86 Pasto Rico,545103,2674,415000,1989,2,2,1
1800,90 Pasto Rico,287557,2674,169500,1989,2,2,1
1801,94 Pasto Rico,338898,2674,235000,1989,3,3,0
1802,97 Pasto Rico,347589,2674,240000,1989,3,3,0
1803,103 Pasto Rico,263112,2674,155000,1989,2,2,1
1804,85 Pasto Rico,248277,2674,149000,1989,2,2,1
1805,89 Pasto Rico,354278,2674,254500,1989,2,2,1
1806,77 Pasto Rico,237806,2674,164500,1989,2,2,0
1807,53 Pasto Rico,254005,2618,152500,1989,2,2,1
1808,37 Pasto Rico,450964,2618,330000,1989,2,2,1
1809,29 Pasto Rico,470260,5400,408000,1989,2,2,0
1810,3 Pasto Rico,375667,2618,275000,1989,2,2,0
1811,15 Pasto Rico,569098,2618,529500,1989,3,3,0
1812,11 Pasto Rico,258255,2618,155000,1989,2,2,1
1813,9 Pasto Rico,234262,2618,275000,1989,2,2,1
1814,18 Pasto Rico,386735,2618,283000,1989,2,2,0
1815,2 Galleria,434660,1281,341500,1990,2,2,0
1816,10 Galleria,177238,1281,108500,1990,2,2,0
1817,86 Timbre,267969,1281,192500,1990,1,1,0
1818,3 Ingreso,186128,1281,126000,1990,2,2,0
